trade_id,date,symbol,client_id,algo_type,side,order_qty,filled_qty,fill_rate,order_price,exec_price,vwap,slippage_bps,pnl,is_anomaly,anomaly_reason
TRD-00975,2023-11-22,AMZN,CLIENT_005,TWAP,BUY,20233,18194,89.92,144.57,144.8919,146.34,22.27,26346.85,False,
TRD-00976,2023-11-24,AMZN,CLIENT_014,VWAP,SELL,41315,35666,86.33,146.7,146.5267,146.42,11.81,3805.45,True,LARGE ORDER
TRD-00977,2023-11-27,AMZN,CLIENT_020,TWAP,SELL,7375,6930,93.97,147.53,146.9834,147.9567,37.05,-6744.73,False,
TRD-00978,2023-11-28,AMZN,CLIENT_017,VWAP,SELL,7971,7969,99.98,146.98,146.2933,146.72,46.72,-3400.38,True,HIGH SLIPPAGE
TRD-00979,2023-11-29,AMZN,CLIENT_004,POV,BUY,40411,33334,82.49,147.85,148.17,146.9433,21.64,-40889.69,True,LARGE ORDER
TRD-00980,2023-11-30,AMZN,CLIENT_007,IS,BUY,23956,19707,82.27,144.76,145.3318,145.7833,39.5,8898.31,False,
TRD-00981,2023-12-01,AMZN,CLIENT_014,IS,BUY,3082,1976,64.14,146.0,146.3078,146.61,21.09,597.15,False,
TRD-00982,2023-12-04,AMZN,CLIENT_018,POV,BUY,45602,40765,89.39,145.25,145.5377,144.3333,19.81,-49096.01,True,LARGE ORDER
TRD-00983,2023-12-05,AMZN,CLIENT_016,IS,BUY,679,543,80.02,143.55,143.9778,146.1933,29.8,1203.04,False,
TRD-00984,2023-12-06,AMZN,CLIENT_001,VWAP,BUY,38127,33462,87.77,147.58,147.8567,145.55,18.75,-77186.69,False,
TRD-00985,2023-12-07,AMZN,CLIENT_016,TWAP,BUY,34035,30637,90.02,146.15,146.1834,146.7133,2.28,16235.56,False,
TRD-00986,2023-12-08,AMZN,CLIENT_003,VWAP,SELL,42727,36472,85.36,145.48,144.8726,146.8867,41.75,-73456.9,True,HIGH SLIPPAGE + LARGE ORDER
TRD-00987,2023-12-11,AMZN,CLIENT_008,POV,SELL,17809,12387,69.56,145.66,145.2757,145.24,26.39,442.21,False,
TRD-00988,2023-12-12,AMZN,CLIENT_015,VWAP,BUY,11949,10692,89.48,145.52,146.2053,146.76,47.09,5930.85,True,HIGH SLIPPAGE
TRD-00989,2023-12-13,AMZN,CLIENT_002,IS,SELL,44852,30981,69.08,148.12,147.7933,148.3733,22.05,-17970.12,True,LARGE ORDER
TRD-00990,2023-12-14,AMZN,CLIENT_011,POV,BUY,6725,6089,90.55,149.93,150.5635,147.8267,42.25,-16664.59,True,HIGH SLIPPAGE
TRD-00991,2023-12-15,AMZN,CLIENT_002,VWAP,BUY,43973,38604,87.79,148.38,148.9784,149.4733,40.33,19106.58,True,HIGH SLIPPAGE + LARGE ORDER
TRD-00992,2023-12-18,AMZN,CLIENT_006,IS,SELL,29186,22192,76.04,150.56,150.1886,152.99,24.67,-62168.79,False,
TRD-00993,2023-12-19,AMZN,CLIENT_020,IS,BUY,24920,16116,64.67,154.4,154.4764,153.8667,4.95,-9826.51,False,
TRD-00994,2023-12-20,AMZN,CLIENT_011,TWAP,BUY,26765,25672,95.92,152.9,153.2872,153.1033,25.33,-4720.25,False,
TRD-00995,2023-12-21,AMZN,CLIENT_013,POV,SELL,25778,19408,75.29,153.3,152.7367,153.3033,36.75,-10997.24,False,
TRD-00996,2023-12-22,AMZN,CLIENT_016,POV,BUY,7909,6864,86.79,153.77,153.9051,153.4933,8.79,-2826.34,False,
TRD-00997,2023-12-26,AMZN,CLIENT_005,VWAP,BUY,7296,6869,94.15,153.56,153.6772,153.4733,7.63,-1400.36,False,
TRD-00998,2023-12-27,AMZN,CLIENT_014,POV,SELL,12379,10682,86.3,153.56,153.0503,153.7467,33.19,-7438.55,False,
TRD-00999,2023-12-28,AMZN,CLIENT_020,POV,SELL,40565,37920,93.48,153.72,153.6527,153.47,4.38,6927.94,True,LARGE ORDER
TRD-01000,2023-12-29,AMZN,CLIENT_001,TWAP,SELL,32489,27893,85.86,153.1,152.873,152.2867,14.83,16354.59,False,
TRD-01001,2023-01-03,META,CLIENT_004,POV,SELL,3512,2428,69.16,121.8637,121.704,123.4942,13.1,-4346.67,False,
TRD-01002,2023-01-04,META,CLIENT_003,IS,SELL,1310,1201,91.72,126.3882,126.221,126.4312,13.23,-252.39,False,
TRD-01003,2023-01-05,META,CLIENT_017,TWAP,SELL,34519,30749,89.08,125.1479,124.6697,125.6804,38.21,-31077.6,False,
TRD-01004,2023-01-06,META,CLIENT_017,VWAP,SELL,43866,40245,91.75,127.9658,127.466,127.7938,39.06,-13193.7,True,LARGE ORDER
TRD-01005,2023-01-09,META,CLIENT_008,POV,SELL,43996,27404,62.29,130.1388,129.8149,129.5501,24.89,7257.81,True,LARGE ORDER
TRD-01006,2023-01-10,META,CLIENT_013,TWAP,BUY,1263,1079,85.5,126.279,126.3304,130.1718,4.07,4144.89,False,
TRD-01007,2023-01-11,META,CLIENT_006,POV,SELL,11339,10400,91.73,129.9403,129.8386,131.3294,7.82,-15504.46,False,
TRD-01008,2023-01-12,META,CLIENT_003,POV,SELL,16287,12807,78.63,132.401,132.1211,134.3292,21.14,-28278.85,False,
TRD-01009,2023-01-13,META,CLIENT_011,IS,BUY,33722,24332,72.16,133.9191,134.523,135.3412,45.09,19909.2,True,HIGH SLIPPAGE
TRD-01010,2023-01-17,META,CLIENT_008,POV,SELL,15900,9661,60.76,135.1196,134.6666,134.3986,33.53,2588.8,False,
TRD-01011,2023-01-18,META,CLIENT_003,POV,SELL,38054,35663,93.72,134.7525,134.3692,133.3105,28.45,37755.51,False,
TRD-01012,2023-01-19,META,CLIENT_015,VWAP,SELL,29799,29516,99.05,131.4584,131.4116,134.1936,3.56,-82113.29,False,
TRD-01013,2023-01-20,META,CLIENT_011,VWAP,SELL,49339,45037,91.28,134.8319,134.6465,136.899,13.75,-101446.65,True,LARGE ORDER
TRD-01014,2023-01-23,META,CLIENT_001,VWAP,SELL,27523,26411,95.96,138.2054,137.527,140.7918,49.08,-86226.79,True,HIGH SLIPPAGE
TRD-01015,2023-01-24,META,CLIENT_002,VWAP,BUY,40097,35625,88.85,140.5868,141.0515,142.0519,33.05,35640.74,True,LARGE ORDER
TRD-01016,2023-01-25,META,CLIENT_020,IS,BUY,43399,29048,66.93,140.1204,140.5226,140.557,28.7,998.57,True,LARGE ORDER
TRD-01017,2023-01-26,META,CLIENT_015,IS,SELL,4056,3092,76.24,143.2756,142.5789,144.8996,48.63,-7175.53,True,HIGH SLIPPAGE
TRD-01018,2023-01-27,META,CLIENT_008,POV,SELL,37210,30251,81.3,147.0858,146.8192,149.5994,18.13,-84102.6,False,
TRD-01019,2023-01-30,META,CLIENT_020,POV,SELL,47418,30344,63.99,148.2467,148.122,147.2214,8.41,27328.98,True,LARGE ORDER
TRD-01020,2023-01-31,META,CLIENT_015,VWAP,BUY,43682,38606,88.38,146.798,146.9932,147.6315,13.3,24641.35,True,LARGE ORDER
TRD-01021,2023-02-01,META,CLIENT_008,VWAP,SELL,23774,23241,97.76,146.8774,146.4588,150.0756,28.5,-84058.53,False,
TRD-01022,2023-02-02,META,CLIENT_010,IS,BUY,3500,2741,78.32,181.9521,182.0726,187.2274,6.62,14129.29,False,
TRD-01023,2023-02-03,META,CLIENT_006,POV,BUY,47479,42780,90.1,182.0414,182.7044,187.2605,36.42,194909.03,True,LARGE ORDER
TRD-01024,2023-02-06,META,CLIENT_014,VWAP,SELL,40532,34863,86.02,185.0776,184.4172,185.9673,35.68,-54040.41,True,LARGE ORDER
TRD-01025,2023-02-07,META,CLIENT_007,TWAP,BUY,26248,24450,93.15,184.135,184.2272,188.4544,5.0,103355.71,False,
TRD-01026,2023-02-08,META,CLIENT_007,POV,BUY,47475,36100,76.04,188.5206,188.9872,184.2805,24.75,-169911.41,True,LARGE ORDER
TRD-01027,2023-02-09,META,CLIENT_011,VWAP,SELL,3547,3103,87.49,184.6807,183.8064,179.207,47.34,14271.94,True,HIGH SLIPPAGE
TRD-01028,2023-02-10,META,CLIENT_019,VWAP,SELL,30475,29789,97.75,174.9769,174.3858,174.0971,33.78,8599.5,False,
TRD-01029,2023-02-13,META,CLIENT_019,TWAP,SELL,784,720,91.93,176.8323,176.4578,177.3582,21.18,-648.28,False,
TRD-01030,2023-02-14,META,CLIENT_017,VWAP,SELL,38846,36812,94.76,175.7806,175.2932,177.5633,27.73,-83566.14,False,
TRD-01031,2023-02-15,META,CLIENT_016,TWAP,BUY,48373,41568,85.93,175.0463,175.5034,175.516,26.11,522.6,True,LARGE ORDER
TRD-01032,2023-02-16,META,CLIENT_005,VWAP,SELL,43591,42325,97.1,171.4049,171.0021,172.0102,23.5,-42665.94,True,LARGE ORDER
TRD-01033,2023-02-17,META,CLIENT_020,IS,SELL,27937,17270,61.82,168.8946,168.227,170.5814,39.53,-40660.03,False,
TRD-01034,2023-02-21,META,CLIENT_020,TWAP,SELL,26574,23390,88.02,172.9528,172.7163,172.6882,13.67,657.52,False,
TRD-01035,2023-02-22,META,CLIENT_011,IS,SELL,9240,6076,65.76,169.738,169.4464,169.8571,17.18,-2495.14,False,
TRD-01036,2023-02-23,META,CLIENT_005,POV,SELL,46473,40192,86.49,170.6607,170.2093,170.3664,26.45,-6312.98,True,LARGE ORDER
TRD-01037,2023-02-24,META,CLIENT_018,IS,BUY,13665,9178,67.17,167.3269,168.0634,168.2695,44.01,1891.67,True,HIGH SLIPPAGE
TRD-01038,2023-02-27,META,CLIENT_007,IS,SELL,44564,40457,90.79,170.5417,169.7971,169.2452,43.66,22328.25,True,HIGH SLIPPAGE + LARGE ORDER
TRD-01039,2023-02-28,META,CLIENT_005,TWAP,SELL,47053,41680,88.58,170.5615,170.1673,173.4257,23.11,-135811.11,True,LARGE ORDER
TRD-01040,2023-03-01,META,CLIENT_004,IS,SELL,38694,36556,94.47,173.2306,172.558,173.4125,38.83,-31237.19,False,
TRD-01041,2023-03-02,META,CLIENT_019,POV,SELL,28181,17176,60.95,171.0378,170.966,172.3045,4.2,-22989.8,False,
TRD-01042,2023-03-03,META,CLIENT_001,VWAP,BUY,25460,23412,91.96,177.5269,178.3356,181.5486,45.55,75223.49,True,HIGH SLIPPAGE
TRD-01043,2023-03-06,META,CLIENT_005,VWAP,BUY,13600,12658,93.08,186.5362,187.0099,184.9486,25.39,-26091.66,False,
TRD-01044,2023-03-07,META,CLIENT_009,TWAP,SELL,45286,39209,86.58,187.5284,186.9061,184.8428,33.18,80900.58,True,LARGE ORDER
TRD-01045,2023-03-08,META,CLIENT_009,TWAP,BUY,45758,44536,97.33,181.4461,181.8025,182.4251,19.64,27727.5,True,LARGE ORDER
TRD-01046,2023-03-09,META,CLIENT_010,TWAP,BUY,24006,23198,96.63,184.899,185.7913,182.2101,48.26,-83076.38,True,HIGH SLIPPAGE
TRD-01047,2023-03-10,META,CLIENT_015,VWAP,BUY,49154,43283,88.06,179.6006,180.0791,179.6172,26.64,-19994.45,True,LARGE ORDER
TRD-01048,2023-03-13,META,CLIENT_018,POV,BUY,33983,23805,70.05,176.5743,177.2779,178.4331,39.85,27499.17,False,
TRD-01049,2023-03-14,META,CLIENT_010,VWAP,SELL,25898,24257,93.66,186.1194,185.5221,190.1412,32.09,-112045.71,False,
TRD-01050,2023-03-15,META,CLIENT_014,IS,BUY,1349,1186,87.93,191.4476,191.8382,193.9347,20.4,2486.5,False,
TRD-01051,2023-03-16,META,CLIENT_009,TWAP,SELL,15281,15086,98.73,196.7163,196.1828,200.6851,27.12,-67921.87,False,
TRD-01052,2023-03-17,META,CLIENT_012,TWAP,BUY,19779,17280,87.37,198.9984,199.6969,196.1077,35.1,-62020.8,False,
TRD-01053,2023-03-20,META,CLIENT_015,TWAP,BUY,12753,12357,96.9,196.9346,197.26,195.4032,16.52,-22943.94,False,
TRD-01054,2023-03-21,META,CLIENT_006,VWAP,SELL,3163,3095,97.86,201.6178,200.7024,199.6532,45.4,3247.25,True,HIGH SLIPPAGE
TRD-01055,2023-03-22,META,CLIENT_014,IS,SELL,9024,6288,69.69,200.9233,199.9349,200.7083,49.19,-4862.95,True,HIGH SLIPPAGE
TRD-01056,2023-03-23,META,CLIENT_006,IS,BUY,22163,14389,64.92,201.2606,201.4799,203.1756,10.9,24399.1,False,
TRD-01057,2023-03-24,META,CLIENT_015,TWAP,BUY,10573,9279,87.76,203.5824,204.4946,204.1116,44.81,-3554.06,True,HIGH SLIPPAGE
TRD-01058,2023-03-27,META,CLIENT_011,VWAP,SELL,32648,30955,94.81,203.2153,203.0435,201.7699,8.45,39422.93,False,
TRD-01059,2023-03-28,META,CLIENT_019,IS,BUY,46878,35351,75.41,198.5915,199.2101,198.3137,31.15,-31687.72,True,LARGE ORDER
TRD-01060,2023-03-29,META,CLIENT_011,TWAP,BUY,34618,29858,86.25,201.975,202.8685,202.9441,44.24,2256.58,True,HIGH SLIPPAGE
TRD-01061,2023-03-30,META,CLIENT_003,TWAP,SELL,36091,35027,97.05,201.7964,201.2767,204.644,25.76,-117948.12,False,
TRD-01062,2023-03-31,META,CLIENT_018,POV,BUY,23398,21958,93.85,205.6264,206.0679,208.6559,21.47,56828.04,False,
TRD-01063,2023-04-03,META,CLIENT_008,TWAP,SELL,22196,22143,99.76,207.2139,206.515,209.9392,33.73,-75822.23,False,
TRD-01064,2023-04-04,META,CLIENT_012,IS,BUY,49826,40963,82.21,211.7285,211.9218,212.8298,9.13,37195.34,True,LARGE ORDER
TRD-01065,2023-04-05,META,CLIENT_020,POV,BUY,8018,7285,90.87,212.4825,212.9488,210.551,21.95,-17467.73,False,
TRD-01066,2023-04-06,META,CLIENT_012,POV,BUY,42591,27972,65.68,207.6207,207.6543,212.2312,1.62,128024.37,True,LARGE ORDER
TRD-01067,2023-04-10,META,CLIENT_020,TWAP,BUY,45231,42244,93.4,213.0382,213.61,212.0261,26.84,-66908.72,True,LARGE ORDER
TRD-01068,2023-04-11,META,CLIENT_011,POV,BUY,25788,21965,85.18,213.8022,214.7562,212.7571,44.62,-43911.32,True,HIGH SLIPPAGE
TRD-01069,2023-04-12,META,CLIENT_009,IS,BUY,34373,21579,62.78,213.1672,213.9526,212.8034,36.84,-24798.86,False,
TRD-01070,2023-04-13,META,CLIENT_012,POV,SELL,3373,2245,66.56,214.0502,213.1287,217.3576,43.05,-9493.9,True,HIGH SLIPPAGE
TRD-01071,2023-04-14,META,CLIENT_010,TWAP,SELL,34178,33250,97.29,216.1835,215.589,218.6673,27.5,-102354.94,False,
TRD-01072,2023-04-17,META,CLIENT_003,VWAP,BUY,35756,34201,95.65,218.0786,218.4363,217.2849,16.4,-39380.53,False,
TRD-01073,2023-04-18,META,CLIENT_018,VWAP,BUY,14313,13177,92.07,218.1977,219.098,216.4812,41.26,-34482.02,True,HIGH SLIPPAGE
TRD-01074,2023-04-19,META,CLIENT_007,POV,BUY,13972,10629,76.07,211.8078,212.2003,213.6434,18.53,15338.93,False,
TRD-01075,2023-04-20,META,CLIENT_018,POV,BUY,49448,38222,77.3,211.8178,212.6986,212.5289,41.58,-6486.8,True,HIGH SLIPPAGE + LARGE ORDER
TRD-01076,2023-04-21,META,CLIENT_005,VWAP,SELL,47480,42745,90.03,208.5733,208.3749,210.3096,9.51,-82699.59,True,LARGE ORDER
TRD-01077,2023-04-24,META,CLIENT_011,VWAP,BUY,5300,5071,95.68,212.0162,212.8955,210.8189,41.47,-10530.25,True,HIGH SLIPPAGE
TRD-01078,2023-04-25,META,CLIENT_002,TWAP,SELL,37074,32072,86.51,209.1785,208.9117,207.0221,12.75,60604.21,False,
TRD-01079,2023-04-26,META,CLIENT_003,TWAP,SELL,27214,23711,87.13,210.8454,210.4648,209.1553,18.05,31048.87,False,
TRD-01080,2023-04-27,META,CLIENT_013,POV,SELL,28878,21878,75.76,238.0221,237.1249,237.1457,37.69,-454.22,False,
TRD-01081,2023-04-28,META,CLIENT_011,VWAP,SELL,44625,42289,94.77,237.149,236.4037,236.9737,31.43,-24104.45,True,LARGE ORDER
TRD-01082,2023-05-01,META,CLIENT_004,VWAP,BUY,49386,44588,90.29,236.762,237.7619,239.3352,42.23,70148.19,True,HIGH SLIPPAGE + LARGE ORDER
TRD-01083,2023-05-02,META,CLIENT_019,VWAP,BUY,23942,22043,92.07,241.2865,242.4682,239.1731,48.98,-72634.19,True,HIGH SLIPPAGE
TRD-01084,2023-05-03,META,CLIENT_017,VWAP,SELL,45449,42954,94.51,237.6054,237.4346,235.3299,7.19,90404.08,True,LARGE ORDER
TRD-01085,2023-05-04,META,CLIENT_010,VWAP,SELL,29183,27765,95.14,234.2219,233.8254,233.0544,16.93,21405.9,False,
TRD-01086,2023-05-05,META,CLIENT_013,POV,BUY,31563,26519,84.02,230.4317,230.5334,230.6268,4.41,2477.51,False,
TRD-01087,2023-05-08,META,CLIENT_006,TWAP,BUY,49439,43320,87.62,229.6181,230.6039,231.2387,42.93,27499.84,True,HIGH SLIPPAGE + LARGE ORDER
TRD-01088,2023-05-09,META,CLIENT_013,IS,BUY,20033,13612,67.95,229.6578,230.6227,231.6257,42.02,13652.22,True,HIGH SLIPPAGE
TRD-01089,2023-05-10,META,CLIENT_012,VWAP,BUY,8576,7648,89.19,234.3311,235.0927,231.6984,32.5,-25959.59,False,
TRD-01090,2023-05-11,META,CLIENT_002,VWAP,SELL,35702,34064,95.41,231.2354,230.6314,233.6002,26.12,-101128.31,False,
TRD-01091,2023-05-12,META,CLIENT_018,VWAP,SELL,14266,12779,89.58,234.8967,234.6285,232.2508,11.42,30385.18,False,
TRD-01092,2023-05-15,META,CLIENT_012,TWAP,SELL,42831,36619,85.5,235.0752,234.7016,236.2957,15.89,-58373.03,True,LARGE ORDER
TRD-01093,2023-05-16,META,CLIENT_017,TWAP,BUY,12558,11904,94.8,233.954,235.053,236.1402,46.98,12942.4,True,HIGH SLIPPAGE
TRD-01094,2023-05-17,META,CLIENT_008,IS,BUY,8011,7249,90.49,236.5933,237.5051,239.6097,38.54,15255.99,False,
TRD-01095,2023-05-18,META,CLIENT_006,VWAP,SELL,42749,41392,96.83,239.4212,238.6171,243.1353,33.58,-187019.16,True,LARGE ORDER
TRD-01096,2023-05-19,META,CLIENT_018,VWAP,SELL,44519,39579,88.9,245.5431,244.427,243.9985,45.45,16957.7,True,HIGH SLIPPAGE + LARGE ORDER
TRD-01097,2023-05-22,META,CLIENT_003,IS,BUY,13437,11216,83.48,243.4992,244.1922,247.0645,28.46,32215.87,False,
TRD-01098,2023-05-23,META,CLIENT_019,POV,SELL,23905,15271,63.88,244.8882,244.3273,246.3997,22.91,-31647.98,False,
TRD-01099,2023-05-24,META,CLIENT_005,TWAP,BUY,19186,17632,91.91,243.3702,244.4255,245.9863,43.36,27520.16,True,HIGH SLIPPAGE
TRD-01100,2023-05-25,META,CLIENT_020,VWAP,BUY,21326,19875,93.2,251.4269,251.9207,250.5273,19.64,-27693.15,False,
TRD-01101,2023-05-26,META,CLIENT_016,POV,SELL,40892,38515,94.19,250.9606,250.7994,257.0031,6.43,-238937.23,True,LARGE ORDER
TRD-01102,2023-05-30,META,CLIENT_010,TWAP,SELL,21231,19392,91.34,263.1846,263.1041,262.0965,3.06,19539.09,False,
TRD-01103,2023-05-31,META,CLIENT_014,TWAP,BUY,21026,20205,96.1,257.9756,259.1619,260.6777,45.99,30627.28,True,HIGH SLIPPAGE
TRD-01104,2023-06-01,META,CLIENT_008,TWAP,SELL,18632,16619,89.2,263.8296,262.6936,268.7246,43.06,-100228.82,True,HIGH SLIPPAGE
TRD-01105,2023-06-02,META,CLIENT_012,TWAP,SELL,31954,28561,89.38,270.537,269.3026,270.9008,45.63,-45647.01,True,HIGH SLIPPAGE
TRD-01106,2023-06-05,META,CLIENT_015,POV,SELL,20519,17726,86.39,268.1953,267.1107,270.0541,40.44,-52174.38,True,HIGH SLIPPAGE
TRD-01107,2023-06-06,META,CLIENT_016,VWAP,BUY,42806,36500,85.27,268.0366,269.3279,270.3385,48.18,36887.42,True,HIGH SLIPPAGE + LARGE ORDER
TRD-01108,2023-06-07,META,CLIENT_020,VWAP,SELL,9675,9278,95.9,269.5547,269.1252,264.8052,15.93,40080.54,False,
TRD-01109,2023-06-08,META,CLIENT_018,TWAP,SELL,48573,47329,97.44,258.5907,258.2081,261.6501,14.79,-162904.77,True,LARGE ORDER
TRD-01110,2023-06-09,META,CLIENT_003,VWAP,BUY,33738,33094,98.09,260.4363,260.606,262.8043,6.52,72751.85,False,
TRD-01111,2023-06-12,META,CLIENT_001,POV,BUY,2902,2455,84.63,265.0897,265.8185,267.2792,27.49,3585.98,False,
TRD-01112,2023-06-13,META,CLIENT_018,IS,SELL,43354,27477,63.38,272.7397,272.3892,269.9251,12.85,67705.43,True,LARGE ORDER
TRD-01113,2023-06-14,META,CLIENT_005,IS,SELL,15134,9146,60.43,269.773,269.1264,270.1004,23.97,-8908.32,False,
TRD-01114,2023-06-15,META,CLIENT_019,IS,BUY,30954,21836,70.54,270.1797,270.9989,276.9069,30.32,129007.55,False,
TRD-01115,2023-06-16,META,CLIENT_017,VWAP,SELL,24346,21779,89.46,282.5328,282.0893,280.7898,15.7,28301.21,False,
TRD-01116,2023-06-20,META,CLIENT_017,VWAP,BUY,40741,39171,96.15,276.5597,276.6526,279.5893,3.36,115031.78,True,LARGE ORDER
TRD-01117,2023-06-21,META,CLIENT_006,TWAP,SELL,10934,10774,98.54,281.3223,280.1193,279.1428,42.76,10521.26,True,HIGH SLIPPAGE
TRD-01118,2023-06-22,META,CLIENT_006,TWAP,SELL,24014,22817,95.02,276.907,276.0744,280.4426,30.07,-99668.91,False,
TRD-01119,2023-06-23,META,CLIENT_002,TWAP,SELL,15687,15433,98.38,279.318,279.0364,283.5581,10.08,-69783.25,False,
TRD-01120,2023-06-26,META,CLIENT_003,IS,SELL,15836,9939,62.76,286.4521,286.0873,279.758,12.74,62907.18,False,
TRD-01121,2023-06-27,META,CLIENT_002,TWAP,SELL,25934,25134,96.92,279.8142,279.7387,283.4589,2.7,-93504.11,False,
TRD-01122,2023-06-28,META,CLIENT_016,POV,BUY,3115,2504,80.4,282.6023,284.009,284.0708,49.78,154.65,True,HIGH SLIPPAGE
TRD-01123,2023-06-29,META,CLIENT_011,VWAP,SELL,49121,48057,97.84,282.2848,281.5353,280.727,26.55,38844.78,True,LARGE ORDER
TRD-01124,2023-06-30,META,CLIENT_009,TWAP,SELL,43339,37251,85.95,282.5427,281.3634,284.5834,41.74,-119947.64,True,HIGH SLIPPAGE + LARGE ORDER
TRD-01125,2023-07-03,META,CLIENT_013,IS,BUY,34360,27819,80.96,284.4677,284.6564,284.5239,6.63,-3686.68,False,
TRD-01126,2023-07-05,META,CLIENT_009,POV,BUY,34340,21732,63.29,285.4102,286.7109,290.6689,45.57,86016.01,True,HIGH SLIPPAGE
TRD-01127,2023-07-06,META,CLIENT_013,IS,SELL,32406,27033,83.42,293.5861,292.3638,291.519,41.64,22837.84,True,HIGH SLIPPAGE
TRD-01128,2023-07-07,META,CLIENT_016,VWAP,BUY,29329,28796,98.18,289.905,290.7462,289.5246,29.02,-35176.27,False,
TRD-01129,2023-07-10,META,CLIENT_006,TWAP,BUY,34220,31743,92.76,293.2487,293.8965,290.8112,22.09,-97936.89,False,
TRD-01130,2023-07-11,META,CLIENT_009,TWAP,BUY,12749,11442,89.75,291.6116,292.2618,294.4791,22.3,25370.08,False,
TRD-01131,2023-07-12,META,CLIENT_006,IS,BUY,43826,38166,87.09,299.4004,300.3134,303.9117,30.49,137333.0,True,LARGE ORDER
TRD-01132,2023-07-13,META,CLIENT_008,POV,SELL,47702,43522,91.24,311.178,310.4708,310.8737,22.73,-17535.81,True,LARGE ORDER
TRD-01133,2023-07-14,META,CLIENT_004,POV,SELL,31893,25912,81.25,309.3623,308.3744,307.9533,31.93,10911.11,False,
TRD-01134,2023-07-17,META,CLIENT_007,TWAP,SELL,1971,1850,93.88,305.1454,304.0643,306.6072,35.43,-4704.41,False,
TRD-01135,2023-07-18,META,CLIENT_008,VWAP,BUY,38084,33727,88.56,308.4593,309.2646,308.8661,26.11,-13438.96,False,
TRD-01136,2023-07-19,META,CLIENT_019,TWAP,BUY,41757,36146,86.56,310.5927,311.2089,312.6168,19.84,50889.07,True,LARGE ORDER
TRD-01137,2023-07-20,META,CLIENT_017,VWAP,BUY,4164,3843,92.32,311.059,312.0842,304.3715,32.96,-29640.08,False,
TRD-01138,2023-07-21,META,CLIENT_006,IS,BUY,34358,32045,93.27,302.1985,303.1181,294.661,30.43,-271008.36,False,
TRD-01139,2023-07-24,META,CLIENT_013,VWAP,SELL,6119,5883,96.15,293.477,292.7196,290.1993,25.81,14826.71,False,
TRD-01140,2023-07-25,META,CLIENT_007,POV,SELL,32066,26356,82.19,292.8915,292.7604,292.5806,4.48,4738.43,False,
TRD-01141,2023-07-26,META,CLIENT_006,TWAP,SELL,39876,35416,88.82,298.8448,298.285,295.0976,18.73,112886.08,False,
TRD-01142,2023-07-27,META,CLIENT_005,TWAP,SELL,11491,10581,92.09,322.5885,322.4841,313.1757,3.24,98491.97,False,
TRD-01143,2023-07-28,META,CLIENT_011,POV,BUY,15561,10099,64.9,314.4127,314.8706,319.4697,14.56,46446.12,False,
TRD-01144,2023-07-31,META,CLIENT_013,POV,BUY,7615,7158,94.0,321.1697,321.7233,318.1203,17.24,-25790.39,False,
TRD-01145,2023-08-01,META,CLIENT_001,TWAP,SELL,10301,9500,92.23,315.0675,314.7333,318.0078,10.61,-31107.39,False,
TRD-01146,2023-08-02,META,CLIENT_020,VWAP,BUY,31686,29836,94.16,315.5239,315.9894,312.0016,14.75,-118980.44,False,
TRD-01147,2023-08-03,META,CLIENT_020,VWAP,BUY,6607,5821,88.1,307.5168,308.3259,310.586,26.31,13156.25,False,
TRD-01148,2023-08-04,META,CLIENT_016,TWAP,BUY,44970,38261,85.08,312.5076,312.5506,310.6753,1.38,-71751.24,True,LARGE ORDER
TRD-01149,2023-08-07,META,CLIENT_014,POV,SELL,3346,2264,67.67,310.7911,310.7041,312.2463,2.8,-3491.54,False,
TRD-01150,2023-08-08,META,CLIENT_017,POV,BUY,32096,20471,63.78,311.952,312.5012,311.1053,17.6,-28575.76,False,
TRD-01151,2023-08-09,META,CLIENT_013,IS,BUY,28384,25003,88.09,310.4438,311.345,304.8378,29.03,-162700.1,False,
TRD-01152,2023-08-10,META,CLIENT_005,IS,SELL,15737,12265,77.94,305.5423,305.0723,304.9238,15.38,1821.74,False,
TRD-01153,2023-08-11,META,CLIENT_003,IS,SELL,17395,16109,92.61,300.2141,299.6,299.8866,20.45,-4617.4,False,
TRD-01154,2023-08-14,META,CLIENT_007,VWAP,BUY,38378,33122,86.31,298.6365,299.5693,301.1864,31.24,53562.56,False,
TRD-01155,2023-08-15,META,CLIENT_017,VWAP,BUY,25077,21743,86.71,303.7563,304.3005,300.7102,17.92,-78064.29,False,
TRD-01156,2023-08-16,META,CLIENT_007,IS,SELL,24241,18849,77.76,297.8625,296.5568,294.2409,43.84,43652.46,True,HIGH SLIPPAGE
TRD-01157,2023-08-17,META,CLIENT_004,TWAP,SELL,43201,39919,92.4,290.7682,289.7386,286.4488,35.41,131325.71,True,LARGE ORDER
TRD-01158,2023-08-18,META,CLIENT_019,IS,SELL,35634,33762,94.75,276.8573,276.6512,278.9178,7.44,-76525.7,False,
TRD-01159,2023-08-21,META,CLIENT_014,IS,SELL,45104,31399,69.62,281.2429,280.671,285.1787,20.33,-141536.61,True,LARGE ORDER
TRD-01160,2023-08-22,META,CLIENT_013,TWAP,SELL,36682,33500,91.33,290.2721,289.6585,286.8324,21.14,94673.2,False,
TRD-01161,2023-08-23,META,CLIENT_018,POV,BUY,24762,22723,91.77,286.2536,287.2838,290.8211,35.99,80378.9,False,
